pr_number,additions,author_account_age_days,author_avg_pr_size,author_followers,author_following,author_public_repos,author_total_buggy_prs,author_total_gists,author_total_prs_in_project,author_total_repos,deletions,description_length,description_unique_words,description_word_count,files_added,files_deleted,files_modified,files_renamed,linked_issue_age_days,linked_issue_comments_count,linked_issue_components_count,linked_issue_description_length,linked_issue_description_unique_words,linked_issue_description_word_count,linked_issue_readability_cli,linked_issue_severity_score,linked_issue_subtasks_count,linked_issue_technical_keyword_count,linked_issue_title_length,linked_issue_title_unique_words,linked_issue_title_word_count,linked_issue_total_interactions,num_commits,pr_lifespan_days,readability_cli,src_churn,src_files_count,technical_keyword_count,test_churn,test_files_count,test_to_src_ratio,title_length,title_unique_words,title_word_count,total_churn,author_is_core_contributor,author_is_frequent_contributor,bug_fix,has_checklist,has_code_blocks,has_config_files,has_doc_files,has_exception_keywords,has_linked_issue,has_log_keywords,has_merge_conflicts,has_screenshots,has_stack_trace,has_urls,has_version_numbers,linked_issue_has_data_loss_keywords,linked_issue_has_error_keywords,linked_issue_has_exception_keywords,linked_issue_has_log_keywords,linked_issue_has_performance_keywords,linked_issue_has_security_keywords,linked_issue_has_stack_trace,linked_issue_has_urls,linked_issue_is_bug,linked_issue_is_enhancement,linked_issue_is_improvement,linked_issue_is_task,pr_was_merged_quickly,test_inclusion,linked_issue_priority,linked_issue_resolution,linked_issue_status,linked_issue_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
5929,34,4734,0,45,10,42,0,1,1,42,9,2315,210,393,0,0,3,0,2564,3,1,2094,189,360,12.0,0.5,0,6,85,11,11,3,5,24.01,12.0,38,2,6,5,1,0.132,96,12,12,43,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.39898634,1.5523088,1.8690233,0.0,0.0,0.0,1.0250319,1.6266421,0.0,0.0,1.5902244,1.1297036,0.0,0.96635777,0.0,0.0,1.4845272,1.9559841,0.0,0.0,0.99287266,0.0,0.0,0.2947065,2.0797765,1.003991,0.0,0.82033443,0.0,0.0,0.0,0.0,0.0,0.0,0.77108335,0.8246221,0.0
7483,85,5190,0,39,0,6,49,0,277,6,4,462,52,61,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,5,5.77,12.0,24,2,1,65,2,2.708,83,9,9,89,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.018308,0.6929793,1.1064109,0.0,0.0,0.0,0.68228257,1.9021987,0.0,0.0,1.1700059,1.4080923,0.0,1.062285,0.0,0.0,1.7803748,1.5235416,0.0,0.0,0.6140555,0.0,0.0,0.73654383,1.5900604,1.6422949,0.0,1.097767,0.0,0.0,0.0,0.0,0.0,0.0,1.7189119,0.9247887,0.0
12621,36,1399,0,0,0,2,0,0,2,2,31,775,66,84,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,45.39,12.0,0,0,2,67,3,0.0,44,7,7,67,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.4438435,1.2759467,1.6955342,0.0,0.0,0.0,0.44353345,0.83954847,0.0,0.0,0.62591296,2.0436451,0.0,0.7008064,0.0,0.0,2.085304,1.756354,0.0,0.0,1.5606698,0.0,0.0,0.55763197,1.6527812,1.901884,0.0,0.99546766,0.0,0.0,0.0,0.0,0.0,0.0,0.8092846,0.95546496,0.0
7541,403,5287,0,49,0,48,109,5,298,48,61,260,30,34,1,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0.58,12.0,213,2,2,251,3,1.178,67,9,9,464,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0.0,0.0,0.0,1.786528,0.8165538,1.4711473,0.0,0.0,0.0,0.90621614,0.8318094,0.0,0.0,1.1612227,1.217595,0.0,0.75544184,0.0,0.0,2.408461,1.4731407,0.0,0.0,0.9707704,0.0,0.0,0.32876202,1.3149891,2.271562,0.0,0.16247413,0.0,0.0,0.0,0.0,0.0,0.0,1.7742884,0.8003907,0.0
11245,282,3844,0,193,0,20,214,2,710,20,195,562,61,84,0,0,3,0,1595,0,0,388,42,62,12.0,0.0,0,0,49,7,7,0,1,2.85,12.0,139,1,1,338,2,2.432,69,8,8,477,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.78604543,1.3696631,1.7827027,0.0,0.0,0.0,1.42752,1.00694,0.0,0.0,1.1589622,1.8624171,0.0,0.90790033,0.0,0.0,2.6990662,1.2692468,0.0,0.0,1.4133568,0.0,0.0,0.4519769,1.4540989,1.6466806,0.0,0.7180557,0.0,0.0,0.0,0.0,0.0,0.0,1.4735832,1.1427835,0.0
4307,21,5718,0,101,0,83,4,0,45,83,8,175,19,22,0,0,2,0,2914,10,0,363,29,35,12.0,0.0,0,1,79,8,8,10,9,23.63,12.0,15,1,1,14,1,0.933,90,9,9,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,1.0291654,1.26389,1.4952706,0.0,0.0,0.0,0.5937502,1.6967543,0.0,0.0,0.92398536,1.4649572,0.0,0.56950736,0.0,0.0,1.6524464,1.2926182,0.0,0.0,0.77781874,0.0,0.0,0.53623307,1.2045336,1.7735592,0.0,0.31059045,0.0,0.0,0.0,0.0,0.0,0.0,2.084884,0.27692425,0.0
5820,36,2966,0,2,0,6,1,0,1,6,40,724,73,93,0,0,2,0,2595,8,1,7240,263,469,12.0,0.3,0,6,114,13,14,11,2,2.53,12.0,49,1,4,27,1,0.551,64,8,8,76,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,Blocker,Fixed,Resolved,Bug,0.0,0.0,0.0,0.8469653,1.5170954,1.8794603,0.0,0.0,0.0,1.7100816,0.94006604,0.0,0.0,1.245634,1.5132293,0.0,0.5024751,0.0,0.0,2.9122763,1.2887824,0.0,0.0,1.626584,0.0,0.0,0.53484887,1.3137088,1.7604054,0.0,0.6475003,0.0,0.0,0.0,0.0,0.0,0.0,1.3607695,0.9636335,0.0
12954,136,3799,0,85,0,14,112,0,381,14,32,348,41,47,0,0,13,0,1120,1,1,640,61,108,12.0,0.0,0,4,59,7,7,1,2,1.88,12.0,42,7,3,126,6,3.0,80,8,8,168,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Major,Fixed,Resolved,Sub-task,0.0,0.0,0.0,0.8714437,1.8435947,1.7257476,0.0,0.0,0.0,0.8422725,1.2187151,0.0,0.0,1.1488593,1.3819089,0.0,1.2395078,0.0,0.0,1.6349331,1.5224266,0.0,0.0,0.8547353,0.0,0.0,0.78053606,1.6025492,1.6592311,0.0,0.27008876,0.0,0.0,0.0,0.0,0.0,0.0,1.4582868,0.8066883,0.0
5616,6,4156,0,146,9,40,30,0,195,40,6,175,19,22,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,2.1,12.0,0,0,0,12,5,0.0,44,7,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.2368224,1.5889363,2.037422,0.0,0.0,0.0,1.2063762,1.2067406,0.0,0.0,0.805903,1.240314,0.0,0.3829074,0.0,0.0,2.1712806,1.3223749,0.0,0.0,1.2147735,0.0,0.0,1.4226646,0.59589046,1.7500957,0.0,0.8750632,0.0,0.0,0.0,0.0,0.0,0.0,1.7977884,0.63675845,0.0
9375,14,4103,0,50,3,23,51,4,200,23,1,1076,108,159,0,0,2,0,1878,3,1,1012,63,95,12.0,0.0,0,2,57,7,7,3,2,6.99,12.0,2,1,3,13,1,6.5,53,6,6,15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.49290964,0.94965154,1.6315011,0.0,0.0,0.0,1.4565619,1.5936548,0.0,0.0,1.3492781,1.7201464,0.0,1.0892333,0.0,0.0,2.0448678,1.4692938,0.0,0.0,1.1157299,0.0,0.0,0.35617855,2.2729506,1.6266085,0.0,0.40427816,0.0,0.0,0.0,0.0,0.0,0.0,0.880651,0.59463835,0.0
9529,73,4406,0,39,8,163,77,0,181,163,271,243,30,33,0,0,29,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0.13,12.0,161,17,0,183,12,1.137,33,5,5,344,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0.0,0.0,0.0,1.199289,1.1246747,1.8010923,0.0,0.0,0.0,0.9541768,1.4178867,0.0,0.0,1.1064895,1.1240134,0.0,0.9337452,0.0,0.0,2.0074608,1.3439584,0.0,0.0,1.3070196,0.0,0.0,0.76227474,1.1124066,1.5954882,0.0,0.4411618,0.0,0.0,0.0,0.0,0.0,0.0,1.7497585,0.40343118,0.0
8353,0,4406,0,39,8,163,77,0,181,163,1344,269,34,37,0,5,0,0,2072,3,0,402,56,72,10.96157894736842,0.2,0,1,33,4,4,3,1,19.87,12.0,122,2,1,1222,3,10.016,48,6,6,1344,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Major,Fixed,Resolved,Improvement,0.0,0.0,0.0,1.6547947,1.2326056,0.7124293,0.0,0.0,0.0,0.93993646,0.54767454,0.0,0.0,1.0714818,1.9949142,0.0,1.8670375,0.0,0.0,1.8853002,1.0528721,0.0,0.0,1.7118031,0.0,0.0,0.9161844,1.1992339,1.1193767,0.0,0.39041016,0.0,0.0,0.0,0.0,0.0,0.0,0.7292476,0.048166867,0.0
10974,1050,3845,0,193,0,20,214,2,710,20,14,447,29,32,0,0,3,0,1618,0,0,257,7,7,12.0,0.0,0,3,48,6,6,0,3,1.41,12.0,460,2,2,604,1,1.313,59,7,7,1064,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Major,Fixed,Resolved,Sub-task,0.0,0.0,0.0,1.2145218,1.4256853,1.370093,0.0,0.0,0.0,0.5779762,1.8206433,0.0,0.0,1.1064118,1.1908352,0.0,1.4798375,0.0,0.0,1.6300198,1.0078099,0.0,0.0,1.3586533,0.0,0.0,0.7236757,1.1719599,2.1856694,0.0,0.7635666,0.0,0.0,0.0,0.0,0.0,0.0,1.7166581,1.0575777,0.0
6388,76,4156,0,146,9,40,30,0,195,40,1,662,65,99,0,0,2,0,2456,3,0,545,48,78,12.0,0.0,0,5,69,10,10,3,4,0.53,12.0,2,1,4,75,1,37.5,81,11,11,77,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.66225487,1.3539089,1.7055285,0.0,0.0,0.0,1.2939782,1.73192,0.0,0.0,1.4113269,1.3577738,0.0,0.85919404,0.0,0.0,1.5287108,1.5300069,0.0,0.0,1.2437634,0.0,0.0,0.06554667,1.7417223,1.4516243,0.0,1.007551,0.0,0.0,0.0,0.0,0.0,0.0,1.1433536,0.5404973,0.0
12808,53,4978,0,9,6,16,7,0,207,16,4,933,98,128,0,0,5,0,1140,0,1,76,12,12,12.0,0.0,0,1,37,5,5,0,3,7.27,12.0,33,3,5,24,2,0.727,77,9,9,57,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Major,Fixed,Resolved,Task,0.0,0.0,0.0,0.8247645,1.3036853,1.4212595,0.0,0.0,0.0,1.8430823,1.7061816,0.0,0.0,1.2676274,1.1656883,0.0,1.6679825,0.0,0.0,1.9090313,1.5560583,0.0,0.0,1.1766481,0.0,0.0,0.6736851,1.4737204,1.309122,0.0,0.74488044,0.0,0.0,0.0,0.0,0.0,0.0,1.1847498,1.0509816,0.0
5207,202,3956,0,421,4,20,128,2,504,20,95,503,58,79,0,0,13,0,2729,7,1,478,47,66,12.0,0.0,0,2,39,6,6,7,8,1.7,12.0,62,7,2,235,6,3.79,45,5,5,297,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.74049616,1.3156241,1.3666484,0.0,0.0,0.0,1.1857096,1.6582916,0.0,0.0,1.215561,1.3500875,0.0,1.0938718,0.0,0.0,1.6964505,1.7933255,0.0,0.0,0.9920885,0.0,0.0,0.23669276,1.2561482,1.5223355,0.0,0.43779936,0.0,0.0,0.0,0.0,0.0,0.0,1.5422084,0.63540804,0.0
12233,68,6077,0,76,52,17,15,1,82,17,65,287,34,52,0,0,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,16.35,9.571999999999996,0,0,0,133,6,0.0,42,8,8,133,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,0.44401392,1.4909562,2.2778962,0.0,0.0,0.0,1.5130744,1.3739473,0.0,0.0,2.1965175,1.0922724,0.0,1.3879545,0.0,0.0,1.3534256,1.2507827,0.0,0.0,1.826073,0.0,0.0,1.0974636,1.1615111,0.89016783,0.0,0.485282,0.0,0.0,0.0,0.0,0.0,0.0,1.1655122,0.6455914,0.0
11003,92,5287,0,49,0,48,109,5,298,48,6,249,31,35,0,0,3,0,1738,8,1,529,59,84,11.645842696629211,0.0,0,1,57,5,5,8,5,4.03,12.0,98,3,1,0,0,0.0,40,5,5,98,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Minor,Fixed,Resolved,Sub-task,0.0,0.0,0.0,1.031901,1.0864705,1.835815,0.0,0.0,0.0,1.4982797,0.88592124,0.0,0.0,0.95028013,1.0498769,0.0,1.0062642,0.0,0.0,2.4036984,1.8705449,0.0,0.0,0.6911406,0.0,0.0,0.4815285,0.924883,2.535064,0.0,0.78862286,0.0,0.0,0.0,0.0,0.0,0.0,1.2955648,0.43840104,0.0
12138,120,5846,0,83,31,29,85,1,463,29,27,430,49,64,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,5,8.9,12.0,52,1,0,95,4,1.827,93,14,14,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,0.95164466,1.7740841,2.0576952,0.0,0.0,0.0,1.4581969,0.51768696,0.0,0.0,1.300206,1.5318586,0.0,0.8985007,0.0,0.0,2.813793,1.3743764,0.0,0.0,1.6825402,0.0,0.0,0.64455366,1.1140602,1.7005903,0.0,0.3782966,0.0,0.0,0.0,0.0,0.0,0.0,1.236326,0.8648715,0.0
9938,79,5846,0,83,31,29,85,1,463,29,67,353,42,50,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0.97,12.0,0,0,0,146,1,0.0,48,3,3,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0.0,0.0,0.0,0.87184125,1.6027316,1.6130726,0.0,0.0,0.0,1.5837234,1.0572817,0.0,0.0,1.1124033,1.8122599,0.0,0.9490633,0.0,0.0,1.5780119,1.3670835,0.0,0.0,2.0114782,0.0,0.0,1.1889436,0.6261802,1.4527416,0.0,0.6955337,0.0,0.0,0.0,0.0,0.0,0.0,1.5209816,1.072716,0.0
8804,54,3639,0,55,7,23,17,1,85,23,18,880,84,132,0,0,3,0,2056,0,1,681,68,102,12.0,0.0,0,4,86,12,12,0,2,0.67,12.0,52,1,2,20,2,0.385,102,14,14,72,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.6530538,1.2593766,1.6459005,0.0,0.0,0.0,1.2551897,1.2914845,0.0,0.0,1.3242301,1.5408084,0.0,1.4879053,0.0,0.0,2.1441524,1.6919633,0.0,0.0,0.89085376,0.0,0.0,0.011867259,1.7330301,1.3963681,0.0,0.55667573,0.0,0.0,0.0,0.0,0.0,0.0,1.0874774,0.6735748,0.0
2022,1323,3799,0,85,0,14,112,0,381,14,417,121,4,4,4,1,43,18,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,538.85,12.0,1012,43,2,728,23,0.719,47,5,5,1740,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,0.69483995,1.1298859,1.5379579,0.0,0.0,0.0,0.14636613,0.9783758,0.0,0.0,2.1686993,1.238731,0.0,1.6006123,0.0,0.0,1.3265578,1.1264385,0.0,0.0,1.3649523,0.0,0.0,1.138959,0.9475028,2.6407104,0.0,1.376704,0.0,0.0,0.0,0.0,0.0,0.0,1.4370298,1.2528752,0.0
9839,455,3844,0,193,0,20,214,2,710,20,246,390,47,57,2,0,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,4.64,12.0,560,6,2,141,4,0.252,51,6,6,701,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,0.91786855,1.2155735,0.5811566,0.0,0.0,0.0,1.2296189,1.011284,0.0,0.0,0.93482006,1.8922193,0.0,1.6131805,0.0,0.0,2.0305781,1.5341446,0.0,0.0,1.2426169,0.0,0.0,0.73741806,1.6088166,1.6731552,0.0,0.8543745,0.0,0.0,0.0,0.0,0.0,0.0,0.9461357,0.4378929,0.0
